card_id,date,price,scrap_date,source_id,dl_loaded_date
3GT5238A,2023-04-14,28500,2023-05-04T08:57:37.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3GT5238A,2023-04-21,26000,2023-05-04T08:57:37.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T581A,2023-03-30,29908,2023-05-04T08:53:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T581A,2023-04-06,29808,2023-05-04T08:53:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T581A,2023-04-14,31168,2023-05-04T08:53:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T581A,2023-04-22,30968,2023-05-04T08:53:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T581A,2023-04-26,30070,2023-05-04T08:53:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-02-19,25047,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-03-01,24797,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-03-11,24550,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-03-21,24305,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-03-28,24016,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-03-31,23776,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-04-10,23539,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-04-15,23239,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-04-20,23007,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-04-25,22507,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W8180,2023-04-30,22282,2023-05-04T08:20:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
230722A,2023-03-12,29691,2023-05-04T08:23:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
230722A,2023-03-25,29492,2023-05-04T08:23:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
230722A,2023-03-28,29691,2023-05-04T08:23:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
230722A,2023-04-11,28993,2023-05-04T08:23:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
230722A,2023-04-19,27994,2023-05-04T08:23:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
230722A,2023-04-27,25295,2023-05-04T08:23:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P144458BB,2023-03-30,30696,2023-05-04T08:25:22.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P144458BB,2023-04-26,30534,2023-05-04T08:25:22.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P144458BB,2023-05-02,29534,2023-05-04T08:25:22.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SLPA263212,2023-04-07,28293,2023-05-04T08:43:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SLPA263212,2023-04-11,28193,2023-05-04T08:43:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SLPA263212,2023-04-17,27994,2023-05-04T08:43:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SLPA263212,2023-04-25,27830,2023-05-04T08:43:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
VP2962,2023-04-12,29999,2023-05-04T08:49:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
VP2962,2023-04-29,29477,2023-05-04T08:49:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP8035,2023-03-30,27900,2023-05-04T08:42:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP8035,2023-04-11,27600,2023-05-04T08:42:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTHL230870,2023-03-25,25990,2023-05-04T08:56:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTHL230870,2023-03-31,25885,2023-05-04T08:56:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTHL230870,2023-04-12,25720,2023-05-04T08:56:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTHL230870,2023-04-18,25499,2023-05-04T08:56:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTHL230870,2023-04-24,25190,2023-05-04T08:56:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTHL230870,2023-05-02,24695,2023-05-04T08:56:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22C03612,2023-04-13,29446,2023-05-04T08:22:17.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22C03612,2023-04-24,28998,2023-05-04T08:22:17.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH301469,2023-03-27,29891,2023-05-04T08:30:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH301469,2023-04-27,29362,2023-05-04T08:30:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P0192,2023-02-01,26216,2023-05-04T08:26:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P0192,2023-03-14,26112,2023-05-04T08:26:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P0192,2023-03-21,26500,2023-05-04T08:26:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P0192,2023-04-26,26349,2023-05-04T08:26:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11179,2023-04-02,24000,2023-05-04T08:38:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11179,2023-04-27,23500,2023-05-04T08:38:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP13875,2023-04-20,22624,2023-05-04T08:53:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP13875,2023-04-28,23491,2023-05-04T08:53:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P23823,2023-04-13,24000,2023-05-04T08:36:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P23823,2023-04-24,23750,2023-05-04T08:36:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
GH1048P,2023-04-05,25400,2023-05-04T08:53:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
GH1048P,2023-04-24,26471,2023-05-04T08:53:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
GH1048P,2023-05-03,25971,2023-05-04T08:53:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CP7116,2023-04-18,25500,2023-05-04T08:30:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CP7116,2023-04-26,25000,2023-05-04T08:30:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CP7116,2023-05-02,24500,2023-05-04T08:30:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A8293A,2023-04-18,30740,2023-05-04T08:47:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A8293A,2023-04-21,28996,2023-05-04T08:47:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6047,2022-10-11,31250,2023-05-04T08:40:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6047,2022-10-12,30856,2023-05-04T08:40:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6047,2023-04-13,29888,2023-05-04T08:40:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PRA16862B,2023-04-01,29316,2023-05-04T08:44:04.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PRA16862B,2023-04-11,28799,2023-05-04T08:44:04.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PRA16862B,2023-04-19,28491,2023-05-04T08:44:04.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PRA16862B,2023-04-27,27991,2023-05-04T08:44:04.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-03-04,99999,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-03-08,25998,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-03-13,24606,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-03-20,24096,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-03-21,23996,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-03-28,23665,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-04-04,24494,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-04-11,24394,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-04-17,24253,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-04-24,23902,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4424,2023-05-02,23701,2023-05-04T08:32:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7U392177,2023-03-21,27719,2023-05-04T08:56:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7U392177,2023-03-28,27600,2023-05-04T08:56:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7U392177,2023-03-30,27488,2023-05-04T08:56:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7U392177,2023-04-06,27288,2023-05-04T08:56:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7U392177,2023-04-24,27000,2023-05-04T08:56:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7U392177,2023-04-28,26588,2023-05-04T08:56:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NHYP230533,2023-03-16,29891,2023-05-04T08:25:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NHYP230533,2023-03-29,28991,2023-05-04T08:25:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NHYP230533,2023-04-05,28891,2023-05-04T08:25:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NHYP230533,2023-04-11,28791,2023-05-04T08:25:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NHYP230533,2023-04-17,28691,2023-05-04T08:25:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NHYP230533,2023-04-24,28491,2023-05-04T08:25:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
2C5612A,2023-04-10,24772,2023-05-04T08:31:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
2C5612A,2023-04-24,23993,2023-05-04T08:31:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P33059,2023-04-21,29991,2023-05-04T08:41:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P33059,2023-04-27,30691,2023-05-04T08:41:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P33059,2023-04-29,29991,2023-05-04T08:41:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-02-01,28095,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-02-02,28779,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-02-09,28477,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-03-12,28215,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-03-23,27994,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-03-30,27810,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-04-07,27665,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C11064A,2023-04-17,27500,2023-05-04T08:14:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11513,2023-04-27,26500,2023-05-04T08:17:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11513,2023-05-02,27000,2023-05-04T08:17:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L17600V,2023-04-13,28990,2023-05-04T08:37:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L17600V,2023-04-20,28599,2023-05-04T08:37:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L17600V,2023-04-28,28299,2023-05-04T08:37:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L17600V,2023-05-01,28599,2023-05-04T08:37:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
ZND1257,2022-11-30,29933,2023-05-04T08:46:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
ZND1257,2023-01-13,27933,2023-05-04T08:46:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
ZND1257,2023-02-07,26933,2023-05-04T08:46:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
ZND1257,2023-03-30,25966,2023-05-04T08:46:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P30371,2023-04-10,29988,2023-05-04T08:45:13.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P30371,2023-04-24,28488,2023-05-04T08:45:13.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PZ020124,2023-04-09,26490,2023-05-04T08:47:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PZ020124,2023-04-19,26990,2023-05-04T08:47:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PZ020124,2023-04-28,26790,2023-05-04T08:47:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U957816L,2023-03-10,27455,2023-05-04T08:41:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U957816L,2023-03-14,26995,2023-05-04T08:41:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U957816L,2023-03-27,26458,2023-05-04T08:41:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U957816L,2023-04-08,26120,2023-05-04T08:41:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U957816L,2023-04-28,24864,2023-05-04T08:41:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
15ET1558A,2023-04-14,29492,2023-05-04T08:25:39.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
15ET1558A,2023-04-29,28993,2023-05-04T08:25:39.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA259705,2023-02-15,29365,2023-05-04T08:37:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA259705,2023-04-20,27491,2023-05-04T08:37:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA259705,2023-04-29,26991,2023-05-04T08:37:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2022-11-24,30125,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2022-12-02,29625,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2022-12-07,29450,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2022-12-09,29150,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2023-01-04,29650,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2023-01-05,28900,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2023-02-01,29650,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2023-02-02,29150,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2023-02-04,28180,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2023-03-01,28680,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB030164,2023-03-02,28430,2023-05-04T08:22:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
26538R,2023-04-14,30499,2023-05-04T08:53:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
26538R,2023-04-20,29499,2023-05-04T08:53:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
26538R,2023-04-26,28499,2023-05-04T08:53:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N06070B,2023-03-17,19045,2023-05-04T08:29:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N06070B,2023-04-27,23977,2023-05-04T08:29:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C3991,2023-03-28,31900,2023-05-04T08:53:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C3991,2023-03-30,30495,2023-05-04T08:53:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C3991,2023-04-15,29899,2023-05-04T08:53:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C3991,2023-04-20,29500,2023-05-04T08:53:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C3991,2023-04-30,29250,2023-05-04T08:53:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N225114,2023-02-27,36797,2023-05-04T08:27:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N225114,2023-02-28,32990,2023-05-04T08:27:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N225114,2023-04-11,30990,2023-05-04T08:27:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N225114,2023-05-03,29990,2023-05-04T08:27:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24728A,2023-04-03,28189,2023-05-04T08:24:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24728A,2023-04-07,27845,2023-05-04T08:24:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24728A,2023-04-15,27620,2023-05-04T08:24:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24728A,2023-04-27,27471,2023-05-04T08:24:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P3260,2023-04-28,26425,2023-05-04T08:32:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P3260,2023-05-02,26725,2023-05-04T08:32:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PPA265075,2023-03-23,31120,2023-05-04T08:16:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PPA265075,2023-04-06,30908,2023-05-04T08:16:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PPA265075,2023-04-14,30557,2023-05-04T08:16:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PPA265075,2023-04-21,29916,2023-05-04T08:16:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H15649-0,2022-11-17,27100,2023-05-04T08:56:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H15649-0,2022-12-24,26100,2023-05-04T08:56:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H15649-0,2022-12-26,27100,2023-05-04T08:56:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H15649-0,2023-02-14,26430,2023-05-04T08:56:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H15649-0,2023-04-15,26677,2023-05-04T08:56:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NGC03447B,2023-03-16,23990,2023-05-04T08:48:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NGC03447B,2023-03-18,24490,2023-05-04T08:48:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NGC03447B,2023-04-03,24390,2023-05-04T08:48:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NGC03447B,2023-04-11,24162,2023-05-04T08:48:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PC555712,2023-04-13,26991,2023-05-04T08:37:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PC555712,2023-04-23,25991,2023-05-04T08:37:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PC555712,2023-04-28,24999,2023-05-04T08:37:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-03-01,31049,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-03-09,30895,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-03-16,30500,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-03-23,30248,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-04-02,29994,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-04-06,29750,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-04-13,29389,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-04-21,28993,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JPHY7838,2023-04-27,28499,2023-05-04T08:20:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
30151,2023-04-12,33442,2023-05-04T08:39:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
30151,2023-04-20,32977,2023-05-04T08:39:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
30151,2023-04-28,29977,2023-05-04T08:39:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T205875A,2023-03-28,31497,2023-05-04T08:17:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T205875A,2023-04-07,30984,2023-05-04T08:17:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
