card_id,category,item,scrap_date,source_id,dl_loaded_date
T1084P,Exterior,Alloy Wheels,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,Safety,Backup Camera,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,Safety,Brake Assist,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,Safety,Stability Control,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,These features are associated with this vehicle type. Contact the seller to confirm this specific vehicle has them.,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,16 Alloy Wheels,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,16 Alloy Wheels*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,4 Speakers,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,4-Wheel Disc Brakes,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,ABS Brakes,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,AM/FM Radio,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Air Conditioning,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Air Conditioning*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Alloy Wheels,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Auto High Beam Headlamps*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Auto High-Beam Headlights,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Brake Assist,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Bumpers: Body-Color,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Clean Vehicle History*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Cloth Seat Trim,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Complete Vehicle Detail*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Delay-Off Headlights,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Driver Door Bin,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Driver Vanity Mirror,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Dual Front Impact Airbags,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Dual Front Side Impact Airbags,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Electronic Stability Control,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Exterior Parking Camera Rear,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Front Anti-Roll Bar,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Front Bucket Seats,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Front Center Armrest,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Front Reading Lights,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Front Wheel Independent Suspension,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Fully Automatic Headlights,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Illuminated Entry,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Low Mileage*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Low Tire Pressure Warning,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Multi-Point Vehicle Inspection With Oil Change*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Occupant Sensing Airbag,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Outside Temperature Display,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Overhead Airbag,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Overhead Console,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Panic Alarm,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Passenger Door Bin,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Passenger Vanity Mirror,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Power Door Mirrors,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Power Steering,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Power Windows,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Radio Data System,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Radio: HD Display Audio,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Rear Camera*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Rear Window Defroster,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Rear Window Defroster*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Reconditioning Work Includes,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Remote Keyless Entry,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Security System,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Shelter Yourself From High Fuel Prices*,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Speed Control,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Split Folding Rear Seat,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Standout Features Include,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Steering Wheel Mounted Audio Controls,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Tachometer,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Telescoping Steering Wheel,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Tilt Steering Wheel,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Traction Control,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Trip Computer,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1084P,features,Variably Intermittent Wipers,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Convenience,Heated Seats,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Convenience,Keyless Start,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Convenience,Remote Start,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Entertainment,Bluetooth,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Exterior,Alloy Wheels,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Safety,Backup Camera,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Safety,Blind Spot Monitor,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Safety,Brake Assist,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Safety,Lane Departure Warning,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Safety,Stability Control,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,These features are associated with this vehicle type. Contact the seller to confirm this specific vehicle has them.,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,4-Wheel Disc Brakes,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,A/C,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,ABS,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,AM/FM Stereo,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Adjustable Steering Wheel,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Aluminum Wheels,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Automatic Headlights,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Automatic Highbeams,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Auxiliary Audio Input,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Back-Up Camera,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Black Cloth Seat Trim,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Blind Spot Monitor,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Bluetooth Connection,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Brake Assist,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Bucket Seats,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Cargo Net,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Carpeted Floor Mats,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Child Safety Locks,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Climate Control,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Cloth Seats,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Cruise Control,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Cruise Control Steering Assist,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Daytime Running Lights,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Driver Air Bag,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Driver Illuminated Vanity Mirror,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Driver Monitoring,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Driver Vanity Mirror,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,First Aid Kit,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Front Collision Mitigation,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Front Head Air Bag,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Front Side Air Bag,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Front Wheel Drive,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,HD Radio,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Hands-Free Liftgate,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Heated Front Seat(S),2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Heated Mirrors,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Immobilizer,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Intense Blue,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Intermittent Wipers,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Keyless Entry,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Keyless Start,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Lane Departure Warning,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Lane Keeping Assist,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Mp3 Player,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Multi-Zone A/C,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Option Group 01 -Inc: Standard Equipment,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Passenger Air Bag,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Passenger Air Bag Sensor,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Passenger Illuminated Visor Mirror,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Passenger Vanity Mirror,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Power Door Locks,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Power Mirror(S),2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Power Steering,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Power Windows,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Rear Bench Seat,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Rear Collision Mitigation,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Rear Defrost,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Rear Head Air Bag,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Remote Engine Start,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Remote Trunk Release,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Requires Subscription,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Reversible Cargo Tray,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Satellite Radio,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,features,Security System,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
